"pnum","id","Section","Lay.date","April.lay.date","Hatch.date","April.hatch.date","Incubation.duration","Clutch.size","Num.chicks","April.ring.date","Mean.chick.weight","nestbox","birthyear","box","section","x","y","edge_edi","altitude_m","northness","no_trees_75m","area_polygon","area_polygon_sqrt"
"20131EX41C","TX42790","ex","2013-05-06","36","2013-05-29","59",17,"7","6",73,18.93,"EX41C","2013","EX41C","EX",445761.33,208406.71,234.315,159.988,0.777596095,52,6873.02897392958,82.9037331724548
"20131EX41C","TX42791","ex","2013-05-06","36","2013-05-29","59",17,"7","6",73,18.93,"EX41C","2013","EX41C","EX",445761.33,208406.71,234.315,159.988,0.777596095,52,6873.02897392958,82.9037331724548
"20131EX41D","TX42725","ex","2013-05-04","34","2013-05-21","51",12,"6","6",65,NA,"EX41D","2013","EX41D","EX",445851.33,208441.71,171.611,161.139,-0.231832793,28,27309.0647503641,165.254545324369
"20131EX41D","TX42724","ex","2013-05-04","34","2013-05-21","51",12,"6","6",65,NA,"EX41D","2013","EX41D","EX",445851.33,208441.71,171.611,161.139,-0.231832793,28,27309.0647503641,165.254545324369
"20131EX49","TS47259","ex","2013-05-09","39","2013-05-31","61",14,"9","8",75,19.13,"EX49","2013","EX49","EX",446245.33,208674.71,226.819,133.576,0.991923756,38,21509.9976720717,146.662870802639
"20131EX49","TS47253","ex","2013-05-09","39","2013-05-31","61",14,"9","8",75,19.13,"EX49","2013","EX49","EX",446245.33,208674.71,226.819,133.576,0.991923756,38,21509.9976720717,146.662870802639
"20131EX49","TS47257","ex","2013-05-09","39","2013-05-31","61",14,"9","8",75,19.13,"EX49","2013","EX49","EX",446245.33,208674.71,226.819,133.576,0.991923756,38,21509.9976720717,146.662870802639
"20131EX49","TS47258","ex","2013-05-09","39","2013-05-31","61",14,"9","8",75,19.13,"EX49","2013","EX49","EX",446245.33,208674.71,226.819,133.576,0.991923756,38,21509.9976720717,146.662870802639
"20131EX49A","TS45282","ex","07-06-2013","68",NA,NA,NA,"6","6",102,NA,"EX49A","2013","EX49A","EX",446155.33,208632.71,280.829,139.446,0.44515725,28,24707.3287652722,157.185650634122
"20131EX49A","TS45283","ex","07-06-2013","68",NA,NA,NA,"6","6",102,NA,"EX49A","2013","EX49A","EX",446155.33,208632.71,280.829,139.446,0.44515725,28,24707.3287652722,157.185650634122
"20131EX51B","TS47208","ex","2013-05-10","40","2013-05-25","55",10,"6","6",69,19.33,"EX51B","2013","EX51B","EX",446314.33,208817.71,283.487,119.745,0.973269539,29,40682.1814918146,201.698243650793
"20131EX51B","TS47209","ex","2013-05-10","40","2013-05-25","55",10,"6","6",69,19.33,"EX51B","2013","EX51B","EX",446314.33,208817.71,283.487,119.745,0.973269539,29,40682.1814918146,201.698243650793
"20131EX52","TS47413","ex","2013-04-27","27","2013-05-17","47",14,"7","7",61,17.62,"EX52","2013","EX52","EX",446477.33,208704.71,122.319,122.087,0.709121709,24,28536.8303918708,168.928477148972
"20131EX52","TS47411","ex","2013-04-27","27","2013-05-17","47",14,"7","7",61,17.62,"EX52","2013","EX52","EX",446477.33,208704.71,122.319,122.087,0.709121709,24,28536.8303918708,168.928477148972
"20131EX52","TS47410","ex","2013-04-27","27","2013-05-17","47",14,"7","7",61,17.62,"EX52","2013","EX52","EX",446477.33,208704.71,122.319,122.087,0.709121709,24,28536.8303918708,168.928477148972
"20131EX55","TS47407","ex","2013-04-26","26","2013-05-16","46",15,"6","4",60,18.4,"EX55","2013","EX55","EX",446634.33,208663.71,40.4568,117.478,0.364774407,10,15213.5611456633,123.343265505918
"20131EX55","TS47406","ex","2013-04-26","26","2013-05-16","46",15,"6","4",60,18.4,"EX55","2013","EX55","EX",446634.33,208663.71,40.4568,117.478,0.364774407,10,15213.5611456633,123.343265505918
"20131EX60","TR44247","ex","2013-05-04","34","2013-05-27","57",16,"8","7",71,18.21,"EX60","2013","EX60","EX",446331.33,208517.71,78.1041,140.634,0.964731754,28,22043.8047381109,148.471562051832
"20131EX61","TX42408","ex","08-05-2013","38","29-05-2013","59",16,"6","5",73,NA,"EX61","2013","EX61","EX",446309.33,208474.71,102.641,143.862,0.805358585,20,9741.8411211893,98.7007655552342
"20131EX62","TX42773","ex","2013-05-08","38","2013-05-28","58",15,"6","6",72,18.65,"EX62","2013","EX62","EX",446299.33,208425.71,115.136,147.491,0.839155029,17,24765.7270622067,157.371303172487
"20131EX62C","TX42411","ex","2013-05-11","41","2013-05-31","61",13,"8","7",75,17.94,"EX62C","2013","EX62C","EX",446330.33,208264.71,10.9073,150.18,0.112317039,4,18121.8945273757,134.617586248512
"20131EX65","TX42797","ex","2013-05-09","39","2013-05-29","59",13,"8","8",73,19.94,"EX65","2013","EX65","EX",446127.33,208492.71,138.958,148.957,0.735419793,28,41738.2280037819,204.299358794348
"20131EX65","TX42402","ex","09-05-2013","39","29-05-2013","59",13,"8","8",73,NA,"EX65","2013","EX65","EX",446127.33,208492.71,138.958,148.957,0.735419793,28,41738.2280037819,204.299358794348
"20131EX65","TX42796","ex","2013-05-09","39","2013-05-29","59",13,"8","8",73,19.94,"EX65","2013","EX65","EX",446127.33,208492.71,138.958,148.957,0.735419793,28,41738.2280037819,204.299358794348
"20131EX67","TS47285","ex","2013-05-13","43","2013-06-07","68",17,"9","8",82,17.03,"EX67","2013","EX67","EX",445956.33,208360.71,36.3851,161.472,0.982930854,33,27045.766028136,164.455969876852
"20131EX72A","TX42634","ex","2013-05-10","40","2013-05-30","60",13,"8","8",74,19.79,"EX72A","2013","EX72A","EX",445912.33,208188.71,140.047,160.795,-0.89461484,30,19789.7173868716,140.675930374999
"20131EX72A","TX42629","ex","2013-05-10","40","2013-05-30","60",13,"8","8",74,19.79,"EX72A","2013","EX72A","EX",445912.33,208188.71,140.047,160.795,-0.89461484,30,19789.7173868716,140.675930374999
"20131EX75","TX42550","ex","2013-05-03","33","2013-05-25","55",15,"8","6",69,15.5,"EX75","2013","EX75","EX",445916.33,208096.71,95.3508,156.063,-0.997526162,25,26328.7539396593,162.261375378305
"20131EX86","TX42556","ex","2013-05-06","36","2013-05-25","55",14,"6","5",69,20.12,"EX86","2013","EX86","EX",446001.33,207834.71,149.322,127.483,-0.999132306,10,43002.8319461569,207.371241849387
"20131EX86","TX42553","ex","2013-05-06","36","2013-05-25","55",14,"6","5",69,20.12,"EX86","2013","EX86","EX",446001.33,207834.71,149.322,127.483,-0.999132306,10,43002.8319461569,207.371241849387
"20131EX89","TX42776","ex","2013-05-06","36","2013-05-28","58",15,"8","7",72,18.39,"EX89","2013","EX89","EX",445826.33,207888.71,214.525,127.839,-0.992675337,27,45172.3074754793,212.537778937015
"20131EX89","TX42779","ex","2013-05-06","36","2013-05-28","58",15,"8","7",72,18.39,"EX89","2013","EX89","EX",445826.33,207888.71,214.525,127.839,-0.992675337,27,45172.3074754793,212.537778937015
"20131EX8A","TX42766","ex","2013-05-01","31","2013-05-27","57",20,"7","6",71,18.45,"EX8A","2013","EX8A","EX",445573.33,208620.71,291.437,116.158,0.831314435,54,15578.9192643445,124.815540956824
"20131EX8A","TX42767","ex","2013-05-01","31","2013-05-27","57",20,"7","6",71,18.45,"EX8A","2013","EX8A","EX",445573.33,208620.71,291.437,116.158,0.831314435,54,15578.9192643445,124.815540956824
"20131EX9","TS47183","ex","2013-05-10","40","2013-05-31","61",13,"9","9",75,19.21,"EX9","2013","EX9","EX",445503.33,208584.71,217.261,113.183,0.847955595,31,37341.7353321537,193.240097630263
"20131MP25","TR44060","mp","2013-04-26","26","2013-05-16","46",17,"4","4",60,16.25,"MP25","2013","MP25","MP",448397.72,207421.76,7.01378,70.7218,0.040771804,11,6341.77539343107,79.6352647602246
"20131MP53","TL36058","mp","2013-05-02","32","2013-05-22","52",15,"6","6",66,18.77,"MP53","2013","MP53","MP",448521.72,207119.76,80.8197,67.0777,0.151747322,64,16227.2902023899,127.386381542102
"20131MP55","TS45698","mp","2013-05-05","35","2013-05-30","60",20,"6","3",74,16.63,"MP55","2013","MP55","MP",448598.34,207079.41,5.51485,63.0996,-0.576532145,52,4001.9713802957,63.261136413249
"20131MP55","TS45697","mp","2013-05-05","35","2013-05-30","60",20,"6","3",74,16.63,"MP55","2013","MP55","MP",448598.34,207079.41,5.51485,63.0996,-0.576532145,52,4001.9713802957,63.261136413249
"20131MP60","TR44096","mp","2013-04-30","30","2013-05-20","50",14,"7","7",64,17.42,"MP60","2013","MP60","MP",448601.72,207042.76,6.18764,62.9313,0.190303558,50,4901.08329257628,70.0077373764949
"20131MP60","TR44097","mp","2013-04-30","30","2013-05-20","50",14,"7","7",64,17.42,"MP60","2013","MP60","MP",448601.72,207042.76,6.18764,62.9313,0.190303558,50,4901.08329257628,70.0077373764949
"20131MP60","TR44095","mp","2013-04-30","30","2013-05-20","50",14,"7","7",64,17.42,"MP60","2013","MP60","MP",448601.72,207042.76,6.18764,62.9313,0.190303558,50,4901.08329257628,70.0077373764949
"20131MP65","TL36084","mp","2013-05-09","39","2013-05-24","54",11,"5","4",68,19.22,"MP65","2013","MP65","MP",448602.72,206929.76,22.1312,63.8915,0.038429666,10,7310.79132393375,85.5031655784378
"20131MP65","TL36085","mp","2013-05-09","39","2013-05-24","54",11,"5","4",68,19.22,"MP65","2013","MP65","MP",448602.72,206929.76,22.1312,63.8915,0.038429666,10,7310.79132393375,85.5031655784378
"20131MP65","TL36083","mp","2013-05-09","39","2013-05-24","54",11,"5","4",68,19.22,"MP65","2013","MP65","MP",448602.72,206929.76,22.1312,63.8915,0.038429666,10,7310.79132393375,85.5031655784378
"20131MP67","TS45688","mp","2013-05-10","40","2013-05-27","57",14,"4","4",71,18.68,"MP67","2013","MP67","MP",448468.72,207029.76,129.882,71.6364,0.076816478,31,4320.21910458617,65.7283736645459
"20131MP67","TS45686","mp","2013-05-10","40","2013-05-27","57",14,"4","4",71,18.68,"MP67","2013","MP67","MP",448468.72,207029.76,129.882,71.6364,0.076816478,31,4320.21910458617,65.7283736645459
"20131MP67","TS45689","mp","2013-05-10","40","2013-05-27","57",14,"4","4",71,18.68,"MP67","2013","MP67","MP",448468.72,207029.76,129.882,71.6364,0.076816478,31,4320.21910458617,65.7283736645459
"20131MP68","TR44083","mp","2013-04-28","28","2013-05-18","48",14,"7","5",62,16.54,"MP68","2013","MP68","MP",448478.72,206992.76,103.574,71.8433,0.476693945,22,5216.41385521356,72.2247454492818
"20131MP7","TR44073","mp","2013-04-26","26","2013-05-17","47",18,"4","4",61,18.85,"MP7","2013","MP7","MP",448037.72,207767.76,64.0216,76.2677,0.246143143,12,5467.46489221789,73.9423078637521
"20131MP70","TR44100","mp","2013-05-02","32","2013-05-20","50",14,"5","5",64,17.64,"MP70","2013","MP70","MP",448559.72,206926.76,42.5346,66.4167,0.098579888,16,5551.10263172537,74.505722140822
"20131MP74","TP28452","mp","28/04/2013","28","17/05/2013","47",14,"6","5",61,19.4,"MP74","2013","MP74","MP",448311.72,206937.76,0.522256,89.8276,0.289621548,12,10194.6584942844,100.968601526833
"20131MP77","TS45683","mp","2013-05-10","40","2013-05-27","57",12,"6","6",71,18.27,"MP77","2013","MP77","MP",448383.72,207042.76,37.9794,79.7368,0.295027727,13,6343.33658306493,79.6450662820047
"20131MP77","TS45682","mp","2013-05-10","40","2013-05-27","57",12,"6","6",71,18.27,"MP77","2013","MP77","MP",448383.72,207042.76,37.9794,79.7368,0.295027727,13,6343.33658306493,79.6450662820047
"20131MP90","TL36062","mp","2013-04-28","28","2013-05-22","52",17,"8","8",66,17.38,"MP90","2013","MP90","MP",448077.72,207710.76,44.0355,78.3301,0.997373107,10,7949.58670843951,89.1604548465266
"20131MP90","TL36059","mp","2013-04-28","28","2013-05-22","52",17,"8","8",66,17.38,"MP90","2013","MP90","MP",448077.72,207710.76,44.0355,78.3301,0.997373107,10,7949.58670843951,89.1604548465266
"20131MP90","TL36061","mp","2013-04-28","28","2013-05-22","52",17,"8","8",66,17.38,"MP90","2013","MP90","MP",448077.72,207710.76,44.0355,78.3301,0.997373107,10,7949.58670843951,89.1604548465266
"20131MP90","TL36065","mp","2013-04-28","28","2013-05-22","52",17,"8","8",66,17.38,"MP90","2013","MP90","MP",448077.72,207710.76,44.0355,78.3301,0.997373107,10,7949.58670843951,89.1604548465266
"20131MP90","TL36063","mp","2013-04-28","28","2013-05-22","52",17,"8","8",66,17.38,"MP90","2013","MP90","MP",448077.72,207710.76,44.0355,78.3301,0.997373107,10,7949.58670843951,89.1604548465266
"20131MP98","TS43249","mp","2013-05-04","34","2013-05-25","55",15,"7","5",69,18.36,"MP98","2013","MP98","MP",447817.72,207173.76,7.74002,120.32,-0.876928155,16,13374.6495270589,115.648819825621
"20131MP98","TS43247","mp","2013-05-04","34","2013-05-25","55",15,"7","5",69,18.36,"MP98","2013","MP98","MP",447817.72,207173.76,7.74002,120.32,-0.876928155,16,13374.6495270589,115.648819825621
"20131O104","TX42538","o","2013-05-02","32","2013-05-21","51",13,"7","6",65,19.5,"O104","2013","O104","O",445716.33,207772.71,370.876,118.052,-0.851845801,33,53903.5856161728,232.171457367551
"20131O104","TX42536","o","2013-05-02","32","2013-05-21","51",13,"7","6",65,19.5,"O104","2013","O104","O",445716.33,207772.71,370.876,118.052,-0.851845801,33,53903.5856161728,232.171457367551
"20131O11","TR44217","o","2013-05-02","32","2013-05-24","54",15,"8","6",68,19.5,"O11","2013","O11","O",445339.72,208246.76,33.1017,105.397,-0.375625859,27,31128.562966289,176.432885161154
"20131O11","TR44215","o","2013-05-02","32","2013-05-24","54",15,"8","6",68,19.5,"O11","2013","O11","O",445339.72,208246.76,33.1017,105.397,-0.375625859,27,31128.562966289,176.432885161154
"20131O11","TR44220","o","2013-05-02","32","2013-05-24","54",15,"8","6",68,19.5,"O11","2013","O11","O",445339.72,208246.76,33.1017,105.397,-0.375625859,27,31128.562966289,176.432885161154
"20131O11","TR44218","o","2013-05-02","32","2013-05-24","54",15,"8","6",68,19.5,"O11","2013","O11","O",445339.72,208246.76,33.1017,105.397,-0.375625859,27,31128.562966289,176.432885161154
"20131O112","TR44206","o","2013-05-01","31","2013-05-22","52",15,"7","6",67,19.38,"O112","2013","O112","O",445957.33,207531.71,403.242,100.02,-0.307373226,7,11346.8537146896,106.521611491235
"20131O112","TR44205","o","2013-05-01","31","2013-05-22","52",15,"7","6",67,19.38,"O112","2013","O112","O",445957.33,207531.71,403.242,100.02,-0.307373226,7,11346.8537146896,106.521611491235
"20131O112","TR44210","o","2013-05-01","31","2013-05-22","52",15,"7","6",67,19.38,"O112","2013","O112","O",445957.33,207531.71,403.242,100.02,-0.307373226,7,11346.8537146896,106.521611491235
"20131O15","TX42512","o","2013-04-27","27","2013-05-16","46",14,"6","6",60,16.2,"O15","2013","O15","O",445419.72,208178.76,127.222,110.714,-0.3297236,34,39619.271255808,199.045902383867
"20131O15","TX42509","o","2013-04-27","27","2013-05-16","46",14,"6","6",60,16.2,"O15","2013","O15","O",445419.72,208178.76,127.222,110.714,-0.3297236,34,39619.271255808,199.045902383867
"20131O25","TX42719","o","2013-05-01","31","2013-05-20","50",14,"6","4",64,NA,"O25","2013","O25","O",445223.72,207860.76,66.1919,106.693,-0.930327987,30,8843.48079885636,94.0397830647028
"20131O25","TX42718","o","2013-05-01","31","2013-05-20","50",14,"6","4",64,NA,"O25","2013","O25","O",445223.72,207860.76,66.1919,106.693,-0.930327987,30,8843.48079885636,94.0397830647028
"20131O34","TR42915","o","2013-05-21","51","2013-06-09","70",13,"7","6",84,14.95,"O34","2013","O34","O",445302.72,207803.76,127.669,101.803,-0.780233943,29,20409.3141071983,142.861170746982
"20131O5","TX42609","o","2013-05-03","33","2013-05-27","57",17,"8","8",71,18.41,"O5","2013","O5","O",445176.72,208063.76,12.8241,111.232,0.999997471,16,13113.9512763619,114.516161638268
"20131O64","TX42541","o","2013-05-05","35","2013-05-23","53",14,"5","5",67,19.18,"O64","2013","O64","O",445472.72,207440.76,59.4755,86.2441,-0.994173562,54,7670.68761333264,87.5824617907755
"20131O66","TR44232","o","2013-05-04","34","2013-05-26","56",14,"9","9",70,19.36,"O66","2013","O66","O",445582.33,207406.71,62.2752,87.6958,-0.849174531,79,18873.8209299296,137.382025497987
"20131O66","TR44231","o","2013-05-04","34","2013-05-26","56",14,"9","9",70,19.36,"O66","2013","O66","O",445582.33,207406.71,62.2752,87.6958,-0.849174531,79,18873.8209299296,137.382025497987
"20131O67","TX42712","o","2013-04-25","25","2013-05-14","44",13,"7","7",59,NA,"O67","2013","O67","O",445493.33,207493.71,119.009,91.3708,-0.99676206,43,6945.34676719457,83.3387470939813
"20131O73","TR44236","o","2013-05-04","34","2013-05-26","56",17,"6","6",70,19.75,"O73","2013","O73","O",445701.33,207286.71,59.4377,84.509,-0.986697296,58,17438.2523247357,132.053975043297
"20131O76","TX42602","o","2013-05-11","41","2013-05-26","56",12,"4","3",70,19.6,"O76","2013","O76","O",445791.33,207210.71,50.5394,87.5575,-0.142369806,16,22133.8428494409,148.774469750159
"20131O76","TX42603","o","2013-05-11","41","2013-05-26","56",12,"4","3",70,19.6,"O76","2013","O76","O",445791.33,207210.71,50.5394,87.5575,-0.142369806,16,22133.8428494409,148.774469750159
"20131O79","TR44214","o","2013-05-03","33","2013-05-24","54",18,"4","3",68,18,"O79","2013","O79","O",445788.33,207390.71,185.884,88.7232,-0.502597522,7,33181.5309556127,182.157983507758
"20131O8","TX42729","o","2013-05-02","32","2013-05-22","52",14,"7","7",66,NA,"O8","2013","O8","O",445208.72,208155.81,11.3347,99.3287,0.90078163,22,13233.5771039035,115.037285711649
"20131O8","TX42726","o","2013-05-02","32","2013-05-22","52",14,"7","7",66,NA,"O8","2013","O8","O",445208.72,208155.81,11.3347,99.3287,0.90078163,22,13233.5771039035,115.037285711649
"20131O8","TX42727","o","2013-05-02","32","2013-05-22","52",14,"7","7",66,NA,"O8","2013","O8","O",445208.72,208155.81,11.3347,99.3287,0.90078163,22,13233.5771039035,115.037285711649
"20131O85","TX42747","o","2013-05-04","34","2013-05-25","55",14,"8","8",69,NA,"O85","2013","O85","O",445640.33,207606.71,272.327,100.46,-0.974464207,27,35497.7950231787,188.408585322375
"20131O85","TX42748","o","2013-05-04","34","2013-05-25","55",14,"8","8",69,NA,"O85","2013","O85","O",445640.33,207606.71,272.327,100.46,-0.974464207,27,35497.7950231787,188.408585322375
"20131O85","TX42744","o","2013-05-04","34","2013-05-25","55",14,"8","8",69,NA,"O85","2013","O85","O",445640.33,207606.71,272.327,100.46,-0.974464207,27,35497.7950231787,188.408585322375
"20131O85","TX42746","o","2013-05-04","34","2013-05-25","55",14,"8","8",69,NA,"O85","2013","O85","O",445640.33,207606.71,272.327,100.46,-0.974464207,27,35497.7950231787,188.408585322375
"20131O94","TX42525","o","2013-04-28","28","2013-05-19","49",15,"7","7",63,17.89,"O94","2013","O94","O",445958.33,207605.71,382.012,103.2,-0.962649229,33,26644.5169952586,163.231482855663
"20131P19","TL39730","p","2013-05-14","44","2013-06-03","64",15,"6","4",78,18.7,"P19","2013","P19","P",446914.33,207609.71,18.1489,123.928,0.997668821,2,12615.0926813073,112.316929629096
"20131P2","TS43242","p","2013-05-04","34","2013-05-26","56",15,"8","7",70,16.9,"P2","2013","P2","P",447207.33,207495.71,197.189,136.244,0.990679212,17,27673.689918872,166.354110014968
"20131SW10","TR42927","sw","11-06-2013","72","29-06-2013","90",13,"6","6",105,NA,"SW10","2013","SW10","SW",446318.33,207680.71,124.355,130.65,-0.612065467,33,15028.2650511414,122.589824419245
"20131SW10","TR42924","sw","11-06-2013","72","29-06-2013","90",13,"6","6",105,NA,"SW10","2013","SW10","SW",446318.33,207680.71,124.355,130.65,-0.612065467,33,15028.2650511414,122.589824419245
"20131SW101A","TX42516","sw","2013-04-29","29","2013-05-18","48",12,"8","6",62,16.7,"SW101A","2013","SW101A","SW",446196.33,207192.71,81.0494,127.436,-0.388142989,66,23028.9547500275,151.752939839818
"20131SW109","TX42706","sw","2013-04-24","24","2013-05-14","44",14,"7","6",59,NA,"SW109","2013","SW109","SW",446096.33,207150.71,92.2754,111.849,-0.822451931,27,13762.3406075109,117.313002721399
"20131SW109","TX42702","sw","2013-04-24","24","2013-05-14","44",14,"7","6",59,NA,"SW109","2013","SW109","SW",446096.33,207150.71,92.2754,111.849,-0.822451931,27,13762.3406075109,117.313002721399
"20131SW109","TX42703","sw","2013-04-24","24","2013-05-14","44",14,"7","6",59,NA,"SW109","2013","SW109","SW",446096.33,207150.71,92.2754,111.849,-0.822451931,27,13762.3406075109,117.313002721399
"20131SW109","TX42701","sw","2013-04-24","24","2013-05-14","44",14,"7","6",59,NA,"SW109","2013","SW109","SW",446096.33,207150.71,92.2754,111.849,-0.822451931,27,13762.3406075109,117.313002721399
"20131SW112","TX42752","sw","2013-05-04","34","2013-05-25","55",14,"8","7",69,19,"SW112","2013","SW112","SW",445938.33,207159.71,35.198,101.41,-0.336158481,11,23385.5877723917,152.923470312414
"20131SW112","TX42750","sw","2013-05-04","34","2013-05-25","55",14,"8","7",69,19,"SW112","2013","SW112","SW",445938.33,207159.71,35.198,101.41,-0.336158481,11,23385.5877723917,152.923470312414
"20131SW112","TX42751","sw","2013-05-04","34","2013-05-25","55",14,"8","7",69,19,"SW112","2013","SW112","SW",445938.33,207159.71,35.198,101.41,-0.336158481,11,23385.5877723917,152.923470312414
"20131SW112","TX42755","sw","2013-05-04","34","2013-05-25","55",14,"8","7",69,19,"SW112","2013","SW112","SW",445938.33,207159.71,35.198,101.41,-0.336158481,11,23385.5877723917,152.923470312414
"20131SW115","TX42502","sw","2013-04-25","25","2013-05-13","43",13,"6","5",57,17.04,"SW115","2013","SW115","SW",446077.33,207218.71,145.127,114.472,0.481539538,28,8509.68622057512,92.2479605225781
"20131SW115","TX42501","sw","2013-04-25","25","2013-05-13","43",13,"6","5",57,17.04,"SW115","2013","SW115","SW",446077.33,207218.71,145.127,114.472,0.481539538,28,8509.68622057512,92.2479605225781
"20131SW115","TX42503","sw","2013-04-25","25","2013-05-13","43",13,"6","5",57,17.04,"SW115","2013","SW115","SW",446077.33,207218.71,145.127,114.472,0.481539538,28,8509.68622057512,92.2479605225781
"20131SW116","TR44250","sw","2013-05-09","39","2013-05-28","58",15,"5","5",72,18.42,"SW116","2013","SW116","SW",446054.33,207257.71,171.186,110.687,-0.102636288,8,14307.4718527384,119.61384473688
"20131SW116","TR44249","sw","2013-05-09","39","2013-05-28","58",15,"5","5",72,18.42,"SW116","2013","SW116","SW",446054.33,207257.71,171.186,110.687,-0.102636288,8,14307.4718527384,119.61384473688
"20131SW121","TX42559","sw","2013-05-03","33","2013-05-25","55",18,"5","4",69,21.3,"SW121","2013","SW121","SW",446035.33,207357.71,256.655,110.533,-0.319306663,56,24103.8007981053,155.253988026412
"20131SW121","TX42557","sw","2013-05-03","33","2013-05-25","55",18,"5","4",69,21.3,"SW121","2013","SW121","SW",446035.33,207357.71,256.655,110.533,-0.319306663,56,24103.8007981053,155.253988026412
"20131SW121","TX42560","sw","2013-05-03","33","2013-05-25","55",18,"5","4",69,21.3,"SW121","2013","SW121","SW",446035.33,207357.71,256.655,110.533,-0.319306663,56,24103.8007981053,155.253988026412
"20131SW127","TR43484","sw","2013-04-28","28","2013-05-17","47",13,"7","7",61,13.79,"SW127","2013","SW127","SW",446100.33,207536.71,332.392,111.04,0.417359602,113,19033.1919297259,137.960834767429
"20131SW127","TR43485","sw","2013-04-28","28","2013-05-17","47",13,"7","7",61,13.79,"SW127","2013","SW127","SW",446100.33,207536.71,332.392,111.04,0.417359602,113,19033.1919297259,137.960834767429
"20131SW134","TX42638","sw","2013-05-17","47","2013-06-01","62",11,"5","5",76,16.82,"SW134","2013","SW134","SW",446238.33,207655.71,194.282,122.827,-0.377178151,35,16180.5075545013,127.202624007924
"20131SW16","TR43480","sw","2013-04-26","26","2013-05-16","46",14,"7","5",60,16.38,"SW16","2013","SW16","SW",446260.33,207485.71,204.383,136.466,0.438308398,34,26300.9995934097,162.175829251494
"20131SW16","TR43481","sw","2013-04-26","26","2013-05-16","46",14,"7","5",60,16.38,"SW16","2013","SW16","SW",446260.33,207485.71,204.383,136.466,0.438308398,34,26300.9995934097,162.175829251494
"20131SW16","TR43483","sw","2013-04-26","26","2013-05-16","46",14,"7","5",60,16.38,"SW16","2013","SW16","SW",446260.33,207485.71,204.383,136.466,0.438308398,34,26300.9995934097,162.175829251494
"20131SW16","TR43482","sw","2013-04-26","26","2013-05-16","46",14,"7","5",60,16.38,"SW16","2013","SW16","SW",446260.33,207485.71,204.383,136.466,0.438308398,34,26300.9995934097,162.175829251494
"20131SW20","TX42740","sw","2013-05-03","33","2013-05-22","52",13,"7","6",66,NA,"SW20","2013","SW20","SW",446401.33,207577.71,35.3782,138.334,0.983366045,19,16435.6805291574,128.201718120926
"20131SW33","TR44256","sw","2013-05-09","39","2013-06-02","63",20,"5","5",77,15.27,"SW33","2013","SW33","SW",446328.33,207280.71,9.00006,140.014,-0.472473855,15,15634.7528437852,125.03900528949
"20131SW44","TR44221","sw","2013-04-29","29","2013-05-25","55",24,"3","2",69,18.75,"SW44","2013","SW44","SW",446666.33,207531.71,13.2955,137.463,0.954845879,5,11825.1673954092,108.743585536845
"20131SW62","TP27421","sw","2013-05-02","32","2013-05-26","56",18,"7","7",70,17.86,"SW62","2013","SW62","SW",446899.33,207378.71,81.4167,143.851,0.962001466,6,25252.4466375281,158.910184184426
"20131SW62","TP27426","sw","2013-05-02","32","2013-05-26","56",18,"7","7",70,17.86,"SW62","2013","SW62","SW",446899.33,207378.71,81.4167,143.851,0.962001466,6,25252.4466375281,158.910184184426
"20131SW62","TP27422","sw","2013-05-02","32","2013-05-26","56",18,"7","7",70,17.86,"SW62","2013","SW62","SW",446899.33,207378.71,81.4167,143.851,0.962001466,6,25252.4466375281,158.910184184426
"20131SW66","TP27413","sw","2013-04-30","30","2013-05-22","52",16,"7","7",66,16.74,"SW66","2013","SW66","SW",446954.33,207288.71,3.57042,144.774,-0.782597292,10,7697.89585485496,87.737653575047
"20131SW66","TP27415","sw","2013-04-30","30","2013-05-22","52",16,"7","7",66,16.74,"SW66","2013","SW66","SW",446954.33,207288.71,3.57042,144.774,-0.782597292,10,7697.89585485496,87.737653575047
"20131SW87","TP27450","sw","2013-05-06","36","2013-05-30","60",16,"9","8",74,15.18,"SW87","2013","SW87","SW",447421.33,207386.71,132.209,140.058,0.676505881,21,14105.5551411211,118.766809930726
"20131SW87","TP28474","sw","06/05/2013","36","30/05/2013","60",16,"9","8",74,15.18,"SW87","2013","SW87","SW",447421.33,207386.71,132.209,140.058,0.676505881,21,14105.5551411211,118.766809930726
"20131W1","TS47461","w","2013-05-03","33","2013-05-22","52",13,"7","6",66,19.48,"W1","2013","W1","W",446222.33,209088.71,272.683,92.9029,0.999187587,33,42586.7646283805,206.365609122209
"20131W1","TS47459","w","2013-05-03","33","2013-05-22","52",13,"7","6",66,19.48,"W1","2013","W1","W",446222.33,209088.71,272.683,92.9029,0.999187587,33,42586.7646283805,206.365609122209
"20131W1","TS47462","w","2013-05-03","33","2013-05-22","52",13,"7","6",66,19.48,"W1","2013","W1","W",446222.33,209088.71,272.683,92.9029,0.999187587,33,42586.7646283805,206.365609122209
"20131W105","TS47106","w","2013-05-05","35","2013-05-21","51",12,"5","4",65,18.48,"W105","2013","W105","W",445237.33,208993.71,40.8077,65.8714,0.998563914,12,22008.1887708791,148.351571514693
"20131W22","TS47227","w","2013-05-10","40","2013-05-27","57",13,"5","5",71,18.64,"W22","2013","W22","W",446164.33,209458.71,97.2671,63.702,0.567642598,26,10180.7667457759,100.89978565773
"20131W22","TS47231","w","2013-05-10","40","2013-05-27","57",13,"5","5",71,18.64,"W22","2013","W22","W",446164.33,209458.71,97.2671,63.702,0.567642598,26,10180.7667457759,100.89978565773
