"pnum","id","Section","Lay.date","April.lay.date","Hatch.date","April.hatch.date","Incubation.duration","Clutch.size","Num.chicks","April.ring.date","Mean.chick.weight","nestbox","birthyear","box","section","x","y","edge_edi","altitude_m","northness","no_trees_75m","area_polygon","area_polygon_sqrt"
"20111O55","TR44584","o","2011-04-23","23","2011-05-12","42",NA,"8","8",55,NA,"O55","2011","O55","O",445366.72,207968.76,157.598,120.21,-0.296441564,44,4646.09360053763,68.1622593561688
"20111O60","TR44551","o","2011-04-16","16","2011-05-07","37",NA,"9","7",51,NA,"O60","2011","O60","O",445324.72,207450.76,27.9424,84.5366,-0.76800415,9,12076.8380576982,109.894668013049
"20111O61","TR44520","o","2011-04-15","15","2011-05-04","34",NA,"7","6",48,NA,"O61","2011","O61","O",445357.72,207427.76,17.5585,84.5109,-0.99994626,19,6801.30243984796,82.4700093358062
"20111O61","TR44518","o","2011-04-15","15","2011-05-04","34",NA,"7","6",48,NA,"O61","2011","O61","O",445357.72,207427.76,17.5585,84.5109,-0.99994626,19,6801.30243984796,82.4700093358062
"20111O75C","TR44507","o","2011-04-08","8","2011-04-27","27",NA,"8","8",41,NA,"O75C","2011","O75C","O",445833.33,207103.71,0.918377,89.0988,-0.298207947,10,13376.6186819244,115.657333022703
"20111O78","TL36108","o","2011-04-13","13","2011-05-03","33",NA,"9","9",47,NA,"O78","2011","O78","O",445747.33,207342.71,128.411,86.8011,-0.898755788,8,30751.6712076908,175.361544266954
"20111O78","TL36106","o","2011-04-13","13","2011-05-03","33",NA,"9","9",47,NA,"O78","2011","O78","O",445747.33,207342.71,128.411,86.8011,-0.898755788,8,30751.6712076908,175.361544266954
"20111O78","TL36107","o","2011-04-13","13","2011-05-03","33",NA,"9","9",47,NA,"O78","2011","O78","O",445747.33,207342.71,128.411,86.8011,-0.898755788,8,30751.6712076908,175.361544266954
"20111O79","TS45607","o","2011-04-12","12","2011-05-03","33",NA,"9","9",47,NA,"O79","2011","O79","O",445788.33,207390.71,185.884,88.7232,-0.502597522,7,28289.0826327428,168.193586776496
"20111O79","TS45608","o","2011-04-12","12","2011-05-03","33",NA,"9","9",47,NA,"O79","2011","O79","O",445788.33,207390.71,185.884,88.7232,-0.502597522,7,28289.0826327428,168.193586776496
"20111O79","TS45606","o","2011-04-12","12","2011-05-03","33",NA,"9","9",47,NA,"O79","2011","O79","O",445788.33,207390.71,185.884,88.7232,-0.502597522,7,28289.0826327428,168.193586776496
"20111O8","TS43322","o","2011-04-17","17","2011-05-07","37",NA,"9","9",51,NA,"O8","2011","O8","O",445208.72,208155.81,11.3347,99.3287,0.90078163,22,5425.64247138612,73.6589605641168
"20111P12","TS43047","p","2011-04-13","13","2011-05-04","34",NA,"10","10",48,NA,"P12","2011","P12","P",447234.33,207532.71,232.081,134.037,0.128049589,9,28239.1312489621,168.045027444915
"20111P13","TS44815","p","2011-04-17","17","2011-05-06","36",NA,"10","10",50,NA,"P13","2011","P13","P",447236.33,207462.71,162.129,137.695,0.853689895,3,16871.6565225255,129.89094087936
"20111P13","TS44817","p","2011-04-17","17","2011-05-06","36",NA,"10","10",50,NA,"P13","2011","P13","P",447236.33,207462.71,162.129,137.695,0.853689895,3,16871.6565225255,129.89094087936
"20111P6","TS43025","p","2011-04-11","11","2011-05-03","33",NA,"10","9",47,NA,"P6","2011","P6","P",447223.33,207763.71,42.2628,115.163,0.991741105,6,36535.10507413,191.141583843312
"20111P6","TS43021","p","2011-04-11","11","2011-05-03","33",NA,"10","9",47,NA,"P6","2011","P6","P",447223.33,207763.71,42.2628,115.163,0.991741105,6,36535.10507413,191.141583843312
"20111SW1","TL36139","sw","2011-04-15","15","2011-05-05","35",NA,"10","10",49,NA,"SW1","2011","SW1","SW",446202.33,207910.71,6.38024,144.061,-0.981740239,21,20487.6312603727,143.135010603181
"20111SW105","TS46446","sw","2011-04-15","15","2011-05-04","34",NA,"8","6",48,NA,"SW105","2011","SW105","SW",446199.33,207046.71,79.6379,112.737,-0.332720793,13,11394.2843275275,106.744013075804
"20111SW108","TR44534","sw","2011-04-16","16","2011-05-05","35",NA,"8","7",49,NA,"SW108","2011","SW108","SW",446096.33,207115.71,61.3936,109.037,-0.646070694,15,12763.1465046983,112.974096609348
"20111SW108","TR44532","sw","2011-04-16","16","2011-05-05","35",NA,"8","7",49,NA,"SW108","2011","SW108","SW",446096.33,207115.71,61.3936,109.037,-0.646070694,15,12763.1465046983,112.974096609348
"20111SW108","TR44533","sw","2011-04-16","16","2011-05-05","35",NA,"8","7",49,NA,"SW108","2011","SW108","SW",446096.33,207115.71,61.3936,109.037,-0.646070694,15,12763.1465046983,112.974096609348
"20111SW112","TR43171","sw","2011-04-18","18","2011-05-06","36",NA,"8","8",50,NA,"SW112","2011","SW112","SW",445938.33,207159.71,35.198,101.41,-0.336158481,11,22744.1895960532,150.811768758453
"20111SW112","TR43173","sw","2011-04-18","18","2011-05-06","36",NA,"8","8",50,NA,"SW112","2011","SW112","SW",445938.33,207159.71,35.198,101.41,-0.336158481,11,22744.1895960532,150.811768758453
"20111SW115","TR44571","sw","2011-04-17","17","2011-05-09","39",NA,"11","8",53,NA,"SW115","2011","SW115","SW",446077.33,207218.71,145.127,114.472,0.481539538,28,6900.19021187746,83.067383562247
"20111SW115","TR44569","sw","2011-04-17","17","2011-05-09","39",NA,"11","8",53,NA,"SW115","2011","SW115","SW",446077.33,207218.71,145.127,114.472,0.481539538,28,6900.19021187746,83.067383562247
"20111SW119","TR44702","sw","2011-04-19","19","2011-05-08","38",NA,"9","8",52,NA,"SW119","2011","SW119","SW",446065.33,207348.71,259.555,113.822,-0.374266738,78,24394.3016594611,156.186752509491
"20111SW12","TS46421","sw","2011-04-08","8","2011-05-01","31",NA,"10","10",45,NA,"SW12","2011","SW12","SW",446325.33,207597.76,101.176,132.826,0.156744749,26,17165.7615969218,131.018172773558
"20111SW12","TS46419","sw","2011-04-08","8","2011-05-01","31",NA,"10","10",45,NA,"SW12","2011","SW12","SW",446325.33,207597.76,101.176,132.826,0.156744749,26,17165.7615969218,131.018172773558
"20111SW12","TS46420","sw","2011-04-08","8","2011-05-01","31",NA,"10","10",45,NA,"SW12","2011","SW12","SW",446325.33,207597.76,101.176,132.826,0.156744749,26,17165.7615969218,131.018172773558
"20111SW12","TS46424","sw","2011-04-08","8","2011-05-01","31",NA,"10","10",45,NA,"SW12","2011","SW12","SW",446325.33,207597.76,101.176,132.826,0.156744749,26,17165.7615969218,131.018172773558
"20111SW12","TS46425","sw","2011-04-08","8","2011-05-01","31",NA,"10","10",45,NA,"SW12","2011","SW12","SW",446325.33,207597.76,101.176,132.826,0.156744749,26,17165.7615969218,131.018172773558
"20111SW12","TS46427","sw","2011-04-08","8","2011-05-01","31",NA,"10","10",45,NA,"SW12","2011","SW12","SW",446325.33,207597.76,101.176,132.826,0.156744749,26,17165.7615969218,131.018172773558
"20111SW124","TL36123","sw","2011-04-13","13","2011-05-04","34",NA,"9","9",48,NA,"SW124","2011","SW124","SW",445999.33,207471.71,356.772,102.655,0.439625672,19,27087.4839154808,164.582757041802
"20111SW124","TL36121","sw","2011-04-13","13","2011-05-04","34",NA,"9","9",48,NA,"SW124","2011","SW124","SW",445999.33,207471.71,356.772,102.655,0.439625672,19,27087.4839154808,164.582757041802
"20111SW124","TL36120","sw","2011-04-13","13","2011-05-04","34",NA,"9","9",48,NA,"SW124","2011","SW124","SW",445999.33,207471.71,356.772,102.655,0.439625672,19,27087.4839154808,164.582757041802
"20111SW124","TL36118","sw","2011-04-13","13","2011-05-04","34",NA,"9","9",48,NA,"SW124","2011","SW124","SW",445999.33,207471.71,356.772,102.655,0.439625672,19,27087.4839154808,164.582757041802
"20111SW124","TL36124","sw","2011-04-13","13","2011-05-04","34",NA,"9","9",48,NA,"SW124","2011","SW124","SW",445999.33,207471.71,356.772,102.655,0.439625672,19,27087.4839154808,164.582757041802
"20111SW124","TL36125","sw","2011-04-13","13","2011-05-04","34",NA,"9","9",48,NA,"SW124","2011","SW124","SW",445999.33,207471.71,356.772,102.655,0.439625672,19,27087.4839154808,164.582757041802
"20111SW124","TL36119","sw","2011-04-13","13","2011-05-04","34",NA,"9","9",48,NA,"SW124","2011","SW124","SW",445999.33,207471.71,356.772,102.655,0.439625672,19,27087.4839154808,164.582757041802
"20111SW22","TS45628","sw","2011-04-14","14","2011-05-04","34",NA,"10","10",48,NA,"SW22","2011","SW22","SW",446461.33,207594.71,8.87518,136.911,0.999723273,9,13126.6185531206,114.571456101075
"20111SW22","TS45629","sw","2011-04-14","14","2011-05-04","34",NA,"10","10",48,NA,"SW22","2011","SW22","SW",446461.33,207594.71,8.87518,136.911,0.999723273,9,13126.6185531206,114.571456101075
"20111SW22","TS45634","sw","2011-04-14","14","2011-05-04","34",NA,"10","10",48,NA,"SW22","2011","SW22","SW",446461.33,207594.71,8.87518,136.911,0.999723273,9,13126.6185531206,114.571456101075
"20111SW22","TS45626","sw","2011-04-14","14","2011-05-04","34",NA,"10","10",48,NA,"SW22","2011","SW22","SW",446461.33,207594.71,8.87518,136.911,0.999723273,9,13126.6185531206,114.571456101075
"20111SW22","TS45632","sw","2011-04-14","14","2011-05-04","34",NA,"10","10",48,NA,"SW22","2011","SW22","SW",446461.33,207594.71,8.87518,136.911,0.999723273,9,13126.6185531206,114.571456101075
"20111SW22","TS45633","sw","2011-04-14","14","2011-05-04","34",NA,"10","10",48,NA,"SW22","2011","SW22","SW",446461.33,207594.71,8.87518,136.911,0.999723273,9,13126.6185531206,114.571456101075
"20111SW24","TS46432","sw","2011-04-12","12","2011-05-02","32",NA,"8","8",46,NA,"SW24","2011","SW24","SW",446523.33,207554.71,3.25465,139.169,0.894935919,NA,5363.74441414815,73.2375888062145
"20111SW34","TS45595","sw","2011-04-10","10","2011-05-02","32",NA,"9","9",46,NA,"SW34","2011","SW34","SW",446359.33,207328.71,24.6654,141.187,-0.67654187,5,12050.9648031974,109.776886470684
"20111SW36","TS45597","sw","2011-04-13","13","2011-05-03","33",NA,"9","9",47,NA,"SW36","2011","SW36","SW",446424.33,207401.71,56.3417,142,-0.530511184,4,11615.4442292382,107.774970328171
"20111SW36","TS45604","sw","2011-04-13","13","2011-05-03","33",NA,"9","9",47,NA,"SW36","2011","SW36","SW",446424.33,207401.71,56.3417,142,-0.530511184,4,11615.4442292382,107.774970328171
"20111SW5","TL36117","sw","2011-04-13","13","2011-05-04","34",NA,"10","9",48,NA,"SW5","2011","SW5","SW",446320.98,207891.12,23.7672,138.788,-0.824787964,4,43443.0755839897,208.430025629682
"20111SW52","TS43056","sw","2011-04-13","13","2011-05-04","34",NA,"8","7",48,NA,"SW52","2011","SW52","SW",446742.33,207421.71,68.048,143.132,0.984025787,4,15428.7073965669,124.212348003598
"20111SW52","TS43055","sw","2011-04-13","13","2011-05-04","34",NA,"8","7",48,NA,"SW52","2011","SW52","SW",446742.33,207421.71,68.048,143.132,0.984025787,4,15428.7073965669,124.212348003598
"20111SW62","TS43655","sw","2011-04-16","16","2011-05-06","36",NA,"9","7",50,NA,"SW62","2011","SW62","SW",446899.33,207378.71,81.4167,143.851,0.962001466,6,22494.3915694132,149.981304066251
"20111SW62","TS43656","sw","2011-04-16","16","2011-05-06","36",NA,"9","7",50,NA,"SW62","2011","SW62","SW",446899.33,207378.71,81.4167,143.851,0.962001466,6,22494.3915694132,149.981304066251
"20111SW62","TS43654","sw","2011-04-16","16","2011-05-06","36",NA,"9","7",50,NA,"SW62","2011","SW62","SW",446899.33,207378.71,81.4167,143.851,0.962001466,6,22494.3915694132,149.981304066251
"20111SW70","TS45005","sw","2011-04-21","21","2011-05-10","40",NA,"9","7",54,NA,"SW70","2011","SW70","SW",447032.33,207397.71,105.773,143.755,0.161472918,7,9689.96840440109,98.4376371333704
"20111SW70","TS45004","sw","2011-04-21","21","2011-05-10","40",NA,"9","7",54,NA,"SW70","2011","SW70","SW",447032.33,207397.71,105.773,143.755,0.161472918,7,9689.96840440109,98.4376371333704
"20111SW78","TS44854","sw",NA,NA,"2011-05-09","39",NA,"8","8",53,NA,"SW78","2011","SW78","SW",447192.33,207353.71,53.1941,144.993,0.828202191,32,9587.32593940943,97.9148913057122
"20111W15","TS43571","w","2011-04-13","13","2011-05-05","35",NA,"11","11",48,NA,"W15","2011","W15","W",446267.33,209330.71,27.8987,71.6384,0.925024171,30,5856.39034438506,76.5270562898186
"20111W15","TS43568","w","2011-04-13","13","2011-05-05","35",NA,"11","11",48,NA,"W15","2011","W15","W",446267.33,209330.71,27.8987,71.6384,0.925024171,30,5856.39034438506,76.5270562898186
"20111W27","TS45751","w","2011-04-11","11","2011-05-03","33",NA,"10","10",47,NA,"W27","2011","W27","W",446173.33,209315.71,121.519,71.0571,0.993799008,31,6346.76642331108,79.6665954042915
"20111W39","TS45731","w","2011-04-14","14","2011-05-02","32",NA,"7","6",46,NA,"W39","2011","W39","W",445981.33,209386.71,82.6912,67.257,0.995436259,46,3906.73180063814,62.5038542862609
"20111W40","TS43540","w","2011-04-14","14","2011-05-03","33",NA,"9","9",47,NA,"W40","2011","W40","W",446045.33,209413.76,75.8168,66.4243,0.99731573,50,7579.91396596655,87.0627013477445
"20111W40","TS43536","w","2011-04-14","14","2011-05-03","33",NA,"9","9",47,NA,"W40","2011","W40","W",446045.33,209413.76,75.8168,66.4243,0.99731573,50,7579.91396596655,87.0627013477445
"20111W40","TS43535","w","2011-04-14","14","2011-05-03","33",NA,"9","9",47,NA,"W40","2011","W40","W",446045.33,209413.76,75.8168,66.4243,0.99731573,50,7579.91396596655,87.0627013477445
"20111W40","TS43538","w","2011-04-14","14","2011-05-03","33",NA,"9","9",47,NA,"W40","2011","W40","W",446045.33,209413.76,75.8168,66.4243,0.99731573,50,7579.91396596655,87.0627013477445
"20111W50","TS45795","w","2011-04-14","14","2011-05-04","34",NA,"11","11",48,NA,"W50","2011","W50","W",445924.33,209323.71,134.693,72.6792,0.93189396,37,7515.33817287907,86.6910501313663
"20111W6","TS45925","w","2011-04-16","16","2011-05-05","35",NA,"11","11",49,NA,"W6","2011","W6","W",446183.33,209156.71,222.972,86.1952,0.998873735,23,5655.0016768733,75.1997451915451
"20111W60","TS45720","w","2011-04-12","12","2011-05-02","32",NA,"11","11",46,NA,"W60","2011","W60","W",445859.33,209421.71,19.5668,62.8836,0.966546404,19,5377.60826602206,73.3321775622547
"20111W60","TS45723","w","2011-04-12","12","2011-05-02","32",NA,"11","11",46,NA,"W60","2011","W60","W",445859.33,209421.71,19.5668,62.8836,0.966546404,19,5377.60826602206,73.3321775622547
"20111W62","TR42477","w","2011-04-14","14","2011-05-05","35",NA,"11","11",49,NA,"W62","2011","W62","W",445726.33,209377.71,18.6785,62.7564,0.98570935,26,7326.92180245742,85.5974403966463
"20111W69","TS45827","w","2011-04-14","14","2011-05-05","35",NA,"9","8",49,NA,"W69","2011","W69","W",445872.33,209243.71,200.062,84.5911,0.862266271,23,13542.0158839288,116.370167499789
"20111W69","TS45828","w","2011-04-14","14","2011-05-05","35",NA,"9","8",49,NA,"W69","2011","W69","W",445872.33,209243.71,200.062,84.5911,0.862266271,23,13542.0158839288,116.370167499789
"20111W69","TS45826","w","2011-04-14","14","2011-05-05","35",NA,"9","8",49,NA,"W69","2011","W69","W",445872.33,209243.71,200.062,84.5911,0.862266271,23,13542.0158839288,116.370167499789
"20111W69","TS45831","w","2011-04-14","14","2011-05-05","35",NA,"9","8",49,NA,"W69","2011","W69","W",445872.33,209243.71,200.062,84.5911,0.862266271,23,13542.0158839288,116.370167499789
"20111W71","TS43546","w","2011-04-14","14","2011-05-03","33",NA,"10","8",47,NA,"W71","2011","W71","W",445813.33,209236.71,187.848,83.3233,0.912177343,21,9265.47236987948,96.2573237207408
"20111W71","TS43550","w","2011-04-14","14","2011-05-03","33",NA,"10","8",47,NA,"W71","2011","W71","W",445813.33,209236.71,187.848,83.3233,0.912177343,21,9265.47236987948,96.2573237207408
"20111W71","TS43547","w","2011-04-14","14","2011-05-03","33",NA,"10","8",47,NA,"W71","2011","W71","W",445813.33,209236.71,187.848,83.3233,0.912177343,21,9265.47236987948,96.2573237207408
"20111W71","TS43549","w","2011-04-14","14","2011-05-03","33",NA,"10","8",47,NA,"W71","2011","W71","W",445813.33,209236.71,187.848,83.3233,0.912177343,21,9265.47236987948,96.2573237207408
"20111W75A","TS46407","w","2011-04-10","10","2011-04-29","29",NA,"8","8",42,NA,"W75A","2011","W75A","W",445751.33,209202.71,193.432,83.7797,0.963106223,25,12132.0870887563,110.145753838976
"20111W75A","TS46402","w","2011-04-10","10","2011-04-29","29",NA,"8","8",42,NA,"W75A","2011","W75A","W",445751.33,209202.71,193.432,83.7797,0.963106223,25,12132.0870887563,110.145753838976
"20111W75A","TS46406","w","2011-04-10","10","2011-04-29","29",NA,"8","8",42,NA,"W75A","2011","W75A","W",445751.33,209202.71,193.432,83.7797,0.963106223,25,12132.0870887563,110.145753838976
"20111W75A","TS46408","w","2011-04-10","10","2011-04-29","29",NA,"8","8",42,NA,"W75A","2011","W75A","W",445751.33,209202.71,193.432,83.7797,0.963106223,25,12132.0870887563,110.145753838976
"20111W75A","TS46405","w","2011-04-10","10","2011-04-29","29",NA,"8","8",42,NA,"W75A","2011","W75A","W",445751.33,209202.71,193.432,83.7797,0.963106223,25,12132.0870887563,110.145753838976
"20111W75A","TS46401","w","2011-04-10","10","2011-04-29","29",NA,"8","8",42,NA,"W75A","2011","W75A","W",445751.33,209202.71,193.432,83.7797,0.963106223,25,12132.0870887563,110.145753838976
"20111W77","TR42464","w","2011-04-11","11","2011-05-04","34",NA,"11","9",48,NA,"W77","2011","W77","W",445609.33,209153.71,162.311,80.9556,0.840084086,20,13859.2297415826,117.725229842981
"20111W77","TR42460","w","2011-04-11","11","2011-05-04","34",NA,"11","9",48,NA,"W77","2011","W77","W",445609.33,209153.71,162.311,80.9556,0.840084086,20,13859.2297415826,117.725229842981
"20111W89","TS45813","w","2011-04-13","13","2011-05-04","34",NA,"10","10",48,NA,"W89","2011","W89","W",445514.33,209277.71,4.18893,63.4341,0.996249263,10,1957.00217495207,44.2380173035825
"20111W89","TS45807","w","2011-04-13","13","2011-05-04","34",NA,"10","10",48,NA,"W89","2011","W89","W",445514.33,209277.71,4.18893,63.4341,0.996249263,10,1957.00217495207,44.2380173035825
"20111W91","TS45704","w","2011-04-08","8","2011-04-30","30",NA,"11","9",44,NA,"W91","2011","W91","W",445496.33,209236.71,31.4326,65.6311,0.60589121,9,12697.0137792418,112.681026704773
"20111W91","TS45709","w","2011-04-08","8","2011-04-30","30",NA,"11","9",44,NA,"W91","2011","W91","W",445496.33,209236.71,31.4326,65.6311,0.60589121,9,12697.0137792418,112.681026704773
"20111W91","TS45706","w","2011-04-08","8","2011-04-30","30",NA,"11","9",44,NA,"W91","2011","W91","W",445496.33,209236.71,31.4326,65.6311,0.60589121,9,12697.0137792418,112.681026704773
"20111W91","TS45708","w","2011-04-08","8","2011-04-30","30",NA,"11","9",44,NA,"W91","2011","W91","W",445496.33,209236.71,31.4326,65.6311,0.60589121,9,12697.0137792418,112.681026704773
"20111W93","TS45797","w","2011-04-16","16","2011-05-04","34",NA,"10","10",48,NA,"W93","2011","W93","W",445509.33,209146.71,126.239,72.0362,0.886049896,18,10011.741319079,100.058689373182
"20121B119","TR43450","b","2012-04-21","21","2012-05-12","42",NA,"7","6",57,NA,"B119","2012","B119","B",447917.72,207770.76,70.4333,82.556,0.681422469,15,7614.60646074638,87.2617124559585
"20121B181","TR43442","b","2012-04-18","18","2012-05-12","42",NA,"9","6",57,NA,"B181","2012","B181","B",447524.72,207793.76,71.3919,109.583,0.148154634,2,6180.41938895546,78.6156434111905
"20121B196","TR41967","b","2012-04-11","11",NA,NA,NA,"8","5",57,NA,"B196","2012","B196","B",447723.72,207846.76,132.818,91.836,0.902073708,5,8411.32919961773,91.7132989245166
"20121B99","TR40529","b","2012-04-05","5","2012-05-02","32",NA,"8","8",47,NA,"B99","2012","B99","B",447854.72,207583.76,22.5655,101.479,0.695781181,15,7381.90892229974,85.9180360710121
"20121C1","TP42911","c","2012-04-15","15","2012-05-03","33",NA,"5","3",47,NA,"C1","2012","C1","C",446340.33,206937.71,116.584,109.258,-0.991099747,30,7862.39062253013,88.6701224907812
"20121C104","TS47015","c","2012-04-01","1","2012-04-30","30",NA,"10","2",44,NA,"C104","2012","C104","C",446287.72,206829.76,79.7311,103.423,-0.817074468,94,5389.16084318049,73.4109041163538
"20121C117","TS47541","c","2012-04-10","10","2012-05-08","38",NA,"9","4",48,NA,"C117","2012","C117","C",446435.72,206593.76,2.57905,85.6255,-0.986666067,75,4457.67606608756,66.765830078623
"20121C117","TS47542","c","2012-04-10","10","2012-05-08","38",NA,"9","4",48,NA,"C117","2012","C117","C",446435.72,206593.76,2.57905,85.6255,-0.986666067,75,4457.67606608756,66.765830078623
"20121C117","TS47539","c","2012-04-10","10","2012-05-08","38",NA,"9","4",48,NA,"C117","2012","C117","C",446435.72,206593.76,2.57905,85.6255,-0.986666067,75,4457.67606608756,66.765830078623
"20121C117","TS47540","c","2012-04-10","10","2012-05-08","38",NA,"9","4",48,NA,"C117","2012","C117","C",446435.72,206593.76,2.57905,85.6255,-0.986666067,75,4457.67606608756,66.765830078623
"20121C140","TS47503","c","2012-04-02","2","2012-04-24","24",NA,"7","5",39,NA,"C140","2012","C140","C",446457.72,206999.76,39.0925,107.808,-0.999797175,15,2625.30403534358,51.2377208250287
"20121C41","TP42909","c","2012-04-15","15","2012-05-06","36",NA,"7","7",50,NA,"C41","2012","C41","C",446495.72,207026.76,3.86362,110.25,-0.91725483,9,1718.76562285691,41.4579982977581
"20121C44","TP42939","c","2012-04-17","17","2012-05-12","42",NA,"9","8",56,NA,"C44","2012","C44","C",446583.72,206987.76,4.62404,111.72,-0.845448306,10,4005.58017626591,63.2896529953033
"20121C6","TS46968","c","2012-04-10","10","2012-05-01","31",NA,"6","6",45,NA,"C6","2012","C6","C",446262.72,206721.76,116.818,96.4862,-0.975542217,51,6085.55696435086,78.0099799022591
"20121CP1","TP27544","cp","2012-04-17","17","2012-05-10","40",NA,"8","6",54,NA,"CP1","2012","CP1","CP",446350.33,209195.71,151.102,83.4213,0.734141219,48,12310.8665433573,110.954344409569
"20121CP20","TP27513","cp","2012-04-15","15","2012-05-06","36",NA,"8","8",50,NA,"CP20","2012","CP20","CP",446475.33,208953.71,222.469,96.8273,0.527178279,16,4597.33458784223,67.8036473048628
"20121CP20","TP27512","cp","2012-04-15","15","2012-05-06","36",NA,"8","8",50,NA,"CP20","2012","CP20","CP",446475.33,208953.71,222.469,96.8273,0.527178279,16,4597.33458784223,67.8036473048628
"20121CP29","TP27537","cp","2012-04-15","15","2012-05-10","40",NA,"9","8",54,NA,"CP29","2012","CP29","CP",446615.33,208950.71,97.2993,101.326,0.989221663,8,6235.63938589162,78.9660647740003
"20121CP39","TP27531","cp","2012-04-17","17","2012-05-09","39",NA,"7","7",53,NA,"CP39","2012","CP39","CP",446973.72,208542.76,20.4971,100.653,0.410489689,10,6506.88493296504,80.6652647238267
"20121CP7","TL36228","cp","2012-04-10","10","2012-05-05","35",NA,"10","9",49,NA,"CP7","2012","CP7","CP",446544.33,209240.71,41.1062,76.4642,-0.707082098,6,12742.3444185853,112.88199333191
"20121EX16","TP42376","ex","2012-04-17","17","2012-05-11","41",NA,"7","7",56,NA,"EX16","2012","EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,23326.6152059305,152.730531348289
"20121EX16","TP42379","ex","2012-04-17","17","2012-05-11","41",NA,"7","7",56,NA,"EX16","2012","EX16","EX",445612.33,208972.71,321.495,99.6761,0.993500532,18,23326.6152059305,152.730531348289
"20121EX2","TL39922","ex","2012-04-15","15","2012-05-13","43",NA,"9","7",57,NA,"EX2","2012","EX2","EX",445636.33,208384.71,333.238,151.551,0.628546946,33,26009.6891724356,161.275197015646
"20121EX26","TL36271","ex","2012-04-13","13","2012-05-10","40",NA,"10","9",54,NA,"EX26","2012","EX26","EX",446155.33,208949.71,424.882,106.03,0.988876117,25,10569.2290513518,102.806755864349
"20121EX27","TP27524","ex","2012-04-13","13","2012-05-08","38",NA,"6","6",52,NA,"EX27","2012","EX27","EX",446225.33,208867.71,375.776,115.377,-0.975334616,15,14286.6599819064,119.526816998975
"20121EX31A","TP42339","ex","2012-04-16","16","2012-05-08","38",NA,"7","6",52,NA,"EX31A","2012","EX31A","EX",445950.33,208948.71,504.453,110.155,-0.353736055,21,22650.3590237517,150.500362204719
"20121EX31A","TP42336","ex","2012-04-16","16","2012-05-08","38",NA,"7","6",52,NA,"EX31A","2012","EX31A","EX",445950.33,208948.71,504.453,110.155,-0.353736055,21,22650.3590237517,150.500362204719
"20121EX34","TP42309","ex","2012-04-13","13","2012-05-04","34",NA,"6","4",58,NA,"EX34","2012","EX34","EX",445711.33,208853.71,469.367,112.72,0.751713208,41,9744.15116870031,98.7124671391629
"20121EX41A","TP27820","ex","2012-04-16","16","2012-05-10","40",NA,"10","10",54,NA,"EX41A","2012","EX41A","EX",445755.33,208462.71,262.752,156.715,0.894396367,66,18763.998413526,136.981744818519
"20121EX41A","TP27818","ex","2012-04-16","16","2012-05-10","40",NA,"10","10",54,NA,"EX41A","2012","EX41A","EX",445755.33,208462.71,262.752,156.715,0.894396367,66,18763.998413526,136.981744818519
"20121EX41A","TP27824","ex","2012-04-16","16","2012-05-10","40",NA,"10","10",54,NA,"EX41A","2012","EX41A","EX",445755.33,208462.71,262.752,156.715,0.894396367,66,18763.998413526,136.981744818519
"20121EX41A","TP27816","ex","2012-04-16","16","2012-05-10","40",NA,"10","10",54,NA,"EX41A","2012","EX41A","EX",445755.33,208462.71,262.752,156.715,0.894396367,66,18763.998413526,136.981744818519
"20121EX41A","TP27817","ex","2012-04-16","16","2012-05-10","40",NA,"10","10",54,NA,"EX41A","2012","EX41A","EX",445755.33,208462.71,262.752,156.715,0.894396367,66,18763.998413526,136.981744818519
"20121EX41A","TP27821","ex","2012-04-16","16","2012-05-10","40",NA,"10","10",54,NA,"EX41A","2012","EX41A","EX",445755.33,208462.71,262.752,156.715,0.894396367,66,18763.998413526,136.981744818519
"20121EX43","TP27810","ex","2012-04-14","14","2012-05-10","40",NA,"10","9",54,NA,"EX43","2012","EX43","EX",445912.33,208625.71,290.098,146.647,0.980063651,31,18894.1816807099,137.456108197162
"20121EX47","TL39926","ex","2012-04-14","14","2012-05-13","43",NA,"11","6",57,NA,"EX47","2012","EX47","EX",446112.33,208725.71,365.279,134.407,0.966445605,35,10440.4766227454,102.178650523215
"20121EX48","TP27852","ex","2012-04-21","21","2012-05-15","45",NA,"9","8",59,NA,"EX48","2012","EX48","EX",446170.25,208679.27,291.349,135.443,0.628389467,30,5086.72234489955,71.3212615206682
"20121EX49A","TP42433","ex","2012-04-20","20","2012-05-16","46",NA,"9","5",60,NA,"EX49A","2012","EX49A","EX",446155.33,208632.71,280.829,139.446,0.44515725,28,11798.768811455,108.622137759552
"20121EX49A","TP42431","ex","2012-04-20","20","2012-05-16","46",NA,"9","5",60,NA,"EX49A","2012","EX49A","EX",446155.33,208632.71,280.829,139.446,0.44515725,28,11798.768811455,108.622137759552
"20121EX53","TL39982","ex",NA,NA,"2012-06-02","63",NA,"2","2",77,NA,"EX53","2012","EX53","EX",446535.33,208706.71,107.538,120.025,0.477335141,10,9131.81271861447,95.5605186183838
"20121EX55","TP42330","ex","2012-04-14","14","2012-05-08","38",NA,"8","6",51,NA,"EX55","2012","EX55","EX",446634.33,208663.71,40.4568,117.478,0.364774407,10,12244.4930614978,110.654837497047
